x1 	 x2
0.0	1.0
0.0020	0.9552786404500042
0.0040	0.9367544467966324
0.0060	0.9225403330758517
0.0080	0.9105572809000084
0.01	0.9
0.012	0.8904554884989668
0.014	0.8816784043380077
0.016	0.8735088935932649
0.018000000000000002	0.8658359213500126
0.02	0.8585786437626906
0.022	0.8516760302580868
0.024	0.8450806661517033
0.026000000000000002	0.838754845034029
0.028	0.8326679946931849
0.03	0.8267949192431123
0.032	0.8211145618000169
0.034	0.8156091108541422
0.036000000000000004	0.8102633403898972
0.038	0.8050641131038208
0.04	0.8
0.042	0.795060984680808
0.044	0.7902382303659696
0.046	0.7855238941047278
0.048	0.7809109769979335
0.05	0.7763932022500211
0.052000000000000005	0.7719649149801724
0.054	0.767620999227555
0.056	0.7633568086760154
0.058	0.759168108424154
0.06	0.7550510257216823
0.062	0.7510020080402253
0.064	0.7470177871865297
0.066	0.7430953484266973
0.068	0.739231903791894
0.07	0.735424868893541
0.07200000000000001	0.7316718427000253
0.074	0.7279705898252911
0.076	0.7243190249581956
0.078	0.7207151991246212
0.08	0.717157287525381
0.082	0.7136435787344729
0.084	0.7101724650762112
0.08600000000000001	0.7067424340276964
0.088	0.7033520605161735
0.09	0.7
0.092	0.696684982237938
0.094	0.6934058056648822
0.096	0.6901613323034066
0.098	0.6869504831500295
0.1	0.683772233983162
0.10200000000000001	0.6806256115465737
0.10400000000000001	0.677509690068058
0.106	0.6744235880780058
0.108	0.6713664654969003
0.11	0.66833752096446
0.112	0.6653359893863697
0.114	0.6623611396773174
0.116	0.659412272681472
0.11800000000000001	0.6564887192536466
0.12	0.6535898384862245
0.122	0.6507150160685404
0.124	0.6478636627668198
0.126	0.6450352130140231
0.128	0.6422291236000337
0.13	0.639444872453601
0.132	0.6366819575083009
0.134	0.6339398956455374
0.136	0.6312182217082845
0.138	0.6285164875798658
0.14	0.6258342613226058
0.14200000000000002	0.6231711263716646
0.14400000000000002	0.6205266807797944
0.146	0.617900536509144
0.148	0.6152923187665731
0.15	0.6127016653792583
0.152	0.6101282262076415
0.154	0.6075716625930283
0.156	0.60503164683737
0.158	0.6025078617129642
0.16	0.6
0.162	0.5975077640500379
0.164	0.5950308653736682
0.166	0.5925690242507327
0.168	0.590121969361616
0.17	0.587689437438234
0.17200000000000001	0.5852711729334455
0.17400000000000002	0.5828669277077158
0.176	0.5804764607319394
0.178	0.5780995378054203
0.18	0.5757359312880714
0.182	0.5733854198459691
0.184	0.5710477882094557
0.186	0.5687228269430435
0.188	0.566410332226424
0.19	0.5641101056459327
0.192	0.5618219539958671
0.194	0.5595456890890952
0.196	0.5572811275764269
0.198	0.5550280907742602
0.2	0.5527864045000421
0.202	0.5505558989151154
0.20400000000000001	0.5483364083745514
0.20600000000000002	0.5461277712835912
0.20800000000000002	0.5439298299603448
0.21	0.5417424305044161
0.212	0.5395654226711465
0.214	0.5373986597511848
0.216	0.53524199845511
0.218	0.5330952988028499
0.22	0.530958424017657
0.222	0.5288312404244102
0.224	0.5267136173520307
0.226	0.5246054270398115
0.228	0.522506544547467
0.23	0.5204168476687281
0.232	0.5183362168483081
0.234	0.516264535102087
0.23600000000000002	0.5142016879403553
0.23800000000000002	0.5121475632939813
0.24	0.5101020514433644
0.242	0.5080650449500463
0.244	0.5060364385908612
0.246	0.5040161292945102
0.248	0.5020040160804506
0.25	0.5
0.252	0.4980039840795547
0.254	0.49601587326583385
0.256	0.49403557437305934
0.258	0.4920629960319882
0.26	0.4900980486407215
0.262	0.48814064431721094
0.264	0.4861906968533948
0.266	0.4842481216708949
0.268	0.4823128357782086
0.27	0.48038475772933675
0.272	0.47846380758378804
0.274	0.476549906867904
0.276	0.4746429785374521
0.278	0.47274294694143726
0.28	0.47084973778708183
0.28200000000000003	0.46896327810592986
0.28400000000000003	0.46708349622103085
0.28600000000000003	0.4652103217151624
0.28800000000000003	0.46334368540005044
0.29	0.4614835192865496
0.292	0.4596297565557482
0.294	0.4577823315309617
0.296	0.45594117965058223
0.298	0.4541062374417528
0.3	0.4522774424948339
0.302	0.4504547334386365
0.304	0.4486380499163911
0.306	0.4468273325624268
0.308	0.4450225229795357
0.31	0.4432235637169978
0.312	0.44143039824924235
0.314	0.43964297095512406
0.316	0.4378612270977922
0.318	0.4360851128051326
0.32	0.434314575050762
0.322	0.4325495616355557
0.324	0.4307900211696917
0.326	0.4290359030551921
0.328	0.42728715746894586
0.33	0.42554373534619716
