x1 	 x2
0.0	1.0
0.0020	0.999996
0.0040	0.999984
0.0060	0.999964
0.0080	0.999936
0.01	0.9999
0.012	0.999856
0.014	0.999804
0.016	0.999744
0.018000000000000002	0.999676
0.02	0.9996
0.022	0.999516
0.024	0.999424
0.026000000000000002	0.999324
0.028	0.999216
0.03	0.9991
0.032	0.998976
0.034	0.998844
0.036000000000000004	0.998704
0.038	0.998556
0.04	0.9984
0.042	0.998236
0.044	0.998064
0.046	0.997884
0.048	0.997696
0.05	0.9975
0.052000000000000005	0.997296
0.054	0.997084
0.056	0.996864
0.058	0.996636
0.06	0.9964
0.062	0.996156
0.064	0.995904
0.066	0.995644
0.068	0.995376
0.07	0.9951
0.07200000000000001	0.994816
0.074	0.994524
0.076	0.994224
0.078	0.993916
0.08	0.9936
0.082	0.993276
0.084	0.992944
0.08600000000000001	0.992604
0.088	0.992256
0.09	0.9919
0.092	0.991536
0.094	0.991164
0.096	0.990784
0.098	0.990396
0.1	0.99
0.10200000000000001	0.989596
0.10400000000000001	0.989184
0.106	0.988764
0.108	0.988336
0.11	0.9879
0.112	0.987456
0.114	0.987004
0.116	0.986544
0.11800000000000001	0.986076
0.12	0.9856
0.122	0.985116
0.124	0.984624
0.126	0.984124
0.128	0.983616
0.13	0.9831
0.132	0.982576
0.134	0.982044
0.136	0.981504
0.138	0.980956
0.14	0.9804
0.14200000000000002	0.979836
0.14400000000000002	0.979264
0.146	0.978684
0.148	0.978096
0.15	0.9775
0.152	0.976896
0.154	0.976284
0.156	0.975664
0.158	0.975036
0.16	0.9744
0.162	0.973756
0.164	0.973104
0.166	0.972444
0.168	0.971776
0.17	0.9711
0.17200000000000001	0.970416
0.17400000000000002	0.969724
0.176	0.969024
0.178	0.968316
0.18	0.9676
0.182	0.966876
0.184	0.966144
0.186	0.965404
0.188	0.964656
0.19	0.9639
0.192	0.963136
0.194	0.962364
0.196	0.961584
0.198	0.960796
0.2	0.96
0.202	0.9591959999999999
0.20400000000000001	0.958384
0.20600000000000002	0.957564
0.20800000000000002	0.956736
0.21	0.9559
0.212	0.955056
0.214	0.954204
0.216	0.953344
0.218	0.952476
0.22	0.9516
0.222	0.950716
0.224	0.949824
0.226	0.948924
0.228	0.948016
0.23	0.9471
0.232	0.946176
0.234	0.945244
0.23600000000000002	0.944304
0.23800000000000002	0.943356
0.24	0.9424
0.242	0.941436
0.244	0.940464
0.246	0.939484
0.248	0.938496
0.25	0.9375
0.252	0.936496
0.254	0.935484
0.256	0.934464
0.258	0.933436
0.26	0.9324
0.262	0.931356
0.264	0.930304
0.266	0.929244
0.268	0.928176
0.27	0.9271
0.272	0.926016
0.274	0.924924
0.276	0.923824
0.278	0.922716
0.28	0.9216
0.28200000000000003	0.920476
0.28400000000000003	0.9193439999999999
0.28600000000000003	0.918204
0.28800000000000003	0.917056
0.29	0.9159
0.292	0.914736
0.294	0.913564
0.296	0.912384
0.298	0.911196
0.3	0.91
0.302	0.908796
0.304	0.907584
0.306	0.906364
0.308	0.9051359999999999
0.31	0.9039
0.312	0.902656
0.314	0.901404
0.316	0.900144
0.318	0.898876
0.32	0.8976
0.322	0.896316
0.324	0.895024
0.326	0.893724
0.328	0.892416
0.33	0.8911
0.332	0.889776
0.334	0.888444
0.336	0.887104
0.338	0.885756
0.34	0.8844
0.342	0.8830359999999999
0.34400000000000003	0.881664
0.34600000000000003	0.880284
0.34800000000000003	0.878896
0.35000000000000003	0.8775
0.352	0.876096
0.354	0.874684
0.356	0.873264
0.358	0.871836
0.36	0.8704000000000001
0.362	0.8689560000000001
0.364	0.867504
0.366	0.866044
0.368	0.864576
0.37	0.8631
0.372	0.8616159999999999
0.374	0.860124
0.376	0.858624
0.378	0.857116
0.38	0.8556
0.382	0.8540760000000001
0.384	0.852544
0.386	0.851004
0.388	0.849456
0.39	0.8479
0.392	0.846336
0.394	0.844764
0.396	0.8431839999999999
0.398	0.841596
0.4	0.84
0.402	0.8383959999999999
0.404	0.836784
0.406	0.835164
0.40800000000000003	0.8335359999999999
0.41000000000000003	0.8319
0.41200000000000003	0.830256
0.41400000000000003	0.828604
0.41600000000000004	0.8269439999999999
0.418	0.825276
0.42	0.8236
0.422	0.821916
0.424	0.8202240000000001
0.426	0.818524
0.428	0.816816
0.43	0.8151
0.432	0.813376
0.434	0.811644
0.436	0.809904
0.438	0.808156
0.44	0.8064
0.442	0.804636
0.444	0.802864
0.446	0.801084
0.448	0.799296
0.45	0.7975
0.452	0.795696
0.454	0.793884
0.456	0.792064
0.458	0.7902359999999999
0.46	0.7884
0.462	0.786556
0.464	0.784704
0.466	0.782844
0.468	0.780976
0.47000000000000003	0.7790999999999999
0.47200000000000003	0.7772159999999999
0.47400000000000003	0.7753239999999999
0.47600000000000003	0.773424
0.47800000000000004	0.771516
0.48	0.7696000000000001
0.482	0.767676
0.484	0.765744
0.486	0.763804
0.488	0.761856
0.49	0.7599
0.492	0.7579359999999999
0.494	0.755964
0.496	0.753984
0.498	0.751996
0.5	0.75
0.502	0.747996
0.504	0.745984
0.506	0.7439640000000001
0.508	0.7419359999999999
0.51	0.7399
0.512	0.7378560000000001
0.514	0.735804
0.516	0.733744
0.518	0.731676
0.52	0.7296
0.522	0.727516
0.524	0.725424
0.526	0.723324
0.528	0.721216
0.53	0.7191
0.532	0.716976
0.534	0.714844
0.536	0.712704
0.538	0.710556
0.54	0.7083999999999999
0.542	0.706236
0.544	0.704064
0.546	0.701884
0.548	0.6996959999999999
0.55	0.6975
0.552	0.6952959999999999
0.554	0.6930839999999999
0.556	0.6908639999999999
0.558	0.6886359999999999
0.56	0.6863999999999999
0.562	0.684156
0.5640000000000001	0.681904
0.5660000000000001	0.6796439999999999
0.5680000000000001	0.677376
0.5700000000000001	0.6750999999999999
0.5720000000000001	0.6728159999999999
0.5740000000000001	0.6705239999999999
0.5760000000000001	0.6682239999999999
0.578	0.6659160000000001
0.58	0.6636
0.582	0.661276
0.584	0.658944
0.586	0.656604
0.588	0.6542560000000001
0.59	0.6519
0.592	0.6495360000000001
0.594	0.6471640000000001
0.596	0.644784
0.598	0.642396
0.6	0.64
0.602	0.637596
0.604	0.635184
0.606	0.632764
0.608	0.630336
0.61	0.6279
0.612	0.625456
0.614	0.623004
0.616	0.620544
0.618	0.6180760000000001
0.62	0.6155999999999999
0.622	0.613116
