x1 	 x2
0.0	1.0
0.0040	0.999984
0.0080	0.999936
0.012	0.999856
0.016	0.999744
0.02	0.9996
0.024	0.999424
0.028	0.999216
0.032	0.998976
0.036000000000000004	0.998704
0.04	0.9984
0.044	0.998064
0.048	0.997696
0.052000000000000005	0.997296
0.056	0.996864
0.06	0.9964
0.064	0.995904
0.068	0.995376
0.07200000000000001	0.994816
0.076	0.994224
0.08	0.9936
0.084	0.992944
0.088	0.992256
0.092	0.991536
0.096	0.990784
0.1	0.99
0.10400000000000001	0.989184
0.108	0.988336
0.112	0.987456
0.116	0.986544
0.12	0.9856
0.124	0.984624
0.128	0.983616
0.132	0.982576
0.136	0.981504
0.14	0.9804
0.14400000000000002	0.979264
0.148	0.978096
0.152	0.976896
0.156	0.975664
0.16	0.9744
0.164	0.973104
0.168	0.971776
0.17200000000000001	0.970416
0.176	0.969024
0.18	0.9676
0.184	0.966144
0.188	0.964656
0.192	0.963136
0.196	0.961584
0.2	0.96
0.20400000000000001	0.958384
0.20800000000000002	0.956736
0.212	0.955056
0.216	0.953344
0.22	0.9516
0.224	0.949824
0.228	0.948016
0.232	0.946176
0.23600000000000002	0.944304
0.24	0.9424
0.244	0.940464
0.248	0.938496
0.252	0.936496
0.256	0.934464
0.26	0.9324
0.264	0.930304
0.268	0.928176
0.272	0.926016
0.276	0.923824
0.28	0.9216
0.28400000000000003	0.9193439999999999
0.28800000000000003	0.917056
0.292	0.914736
0.296	0.912384
0.3	0.91
0.304	0.907584
0.308	0.9051359999999999
0.312	0.902656
0.316	0.900144
0.32	0.8976
0.324	0.895024
0.328	0.892416
0.332	0.889776
0.336	0.887104
0.34	0.8844
0.34400000000000003	0.881664
0.34800000000000003	0.878896
0.352	0.876096
0.356	0.873264
0.36	0.8704000000000001
0.364	0.867504
0.368	0.864576
0.372	0.8616159999999999
0.376	0.858624
0.38	0.8556
0.384	0.852544
0.388	0.849456
0.392	0.846336
0.396	0.8431839999999999
0.4	0.84
0.404	0.836784
0.40800000000000003	0.8335359999999999
0.41200000000000003	0.830256
0.41600000000000004	0.8269439999999999
0.42	0.8236
0.424	0.8202240000000001
0.428	0.816816
0.432	0.813376
0.436	0.809904
0.44	0.8064
0.444	0.802864
0.448	0.799296
0.452	0.795696
0.456	0.792064
0.46	0.7884
0.464	0.784704
0.468	0.780976
0.47200000000000003	0.7772159999999999
0.47600000000000003	0.773424
0.48	0.7696000000000001
0.484	0.765744
0.488	0.761856
0.492	0.7579359999999999
0.496	0.753984
0.5	0.75
0.504	0.745984
0.508	0.7419359999999999
0.512	0.7378560000000001
0.516	0.733744
0.52	0.7296
0.524	0.725424
0.528	0.721216
0.532	0.716976
0.536	0.712704
0.54	0.7083999999999999
0.544	0.704064
0.548	0.6996959999999999
0.552	0.6952959999999999
0.556	0.6908639999999999
0.56	0.6863999999999999
0.5640000000000001	0.681904
0.5680000000000001	0.677376
0.5720000000000001	0.6728159999999999
0.5760000000000001	0.6682239999999999
0.58	0.6636
0.584	0.658944
0.588	0.6542560000000001
0.592	0.6495360000000001
0.596	0.644784
0.6	0.64
0.604	0.635184
0.608	0.630336
0.612	0.625456
0.616	0.620544
0.62	0.6155999999999999
0.624	0.6106240000000001
0.628	0.6056159999999999
0.632	0.600576
0.636	0.595504
0.64	0.5904
0.644	0.585264
0.648	0.580096
0.652	0.574896
0.656	0.569664
0.66	0.5644
0.664	0.5591039999999999
0.668	0.5537759999999999
0.672	0.548416
0.676	0.543024
0.68	0.5375999999999999
0.684	0.532144
0.6880000000000001	0.5266559999999999
0.6920000000000001	0.5211359999999999
0.6960000000000001	0.5155839999999999
0.7000000000000001	0.5099999999999999
0.704	0.504384
0.708	0.49873600000000007
0.712	0.49305600000000005
0.716	0.487344
0.72	0.48160000000000003
0.724	0.475824
0.728	0.470016
0.732	0.46417600000000003
0.736	0.45830400000000004
0.74	0.4524
0.744	0.44646399999999997
0.748	0.440496
0.752	0.434496
0.756	0.42846399999999996
0.76	0.4224
0.764	0.416304
0.768	0.410176
0.772	0.40401599999999993
0.776	0.39782399999999996
0.78	0.39159999999999995
0.784	0.3853439999999999
0.788	0.37905599999999995
0.792	0.37273599999999996
0.796	0.36638399999999993
0.8	0.3599999999999999
0.804	0.3535839999999999
0.808	0.3471359999999999
0.812	0.34065599999999996
0.8160000000000001	0.3341439999999999
0.8200000000000001	0.3275999999999999
0.8240000000000001	0.32102399999999987
0.8280000000000001	0.3144159999999999
0.8320000000000001	0.3077759999999998
0.836	0.30110400000000004
0.84	0.2944000000000001
0.844	0.28766400000000003
0.848	0.28089600000000003
0.852	0.274096
0.856	0.26726400000000006
0.86	0.2604000000000001
0.864	0.25350400000000006
0.868	0.24657600000000002
0.872	0.23961600000000005
0.876	0.23262400000000005
0.88	0.22560000000000002
0.884	0.21854399999999996
0.888	0.21145599999999998
0.892	0.20433599999999996
0.896	0.19718399999999991
0.9	0.18999999999999995
0.904	0.18278399999999995
0.908	0.17553599999999991
0.912	0.16825599999999996
0.916	0.16094399999999998
0.92	0.15359999999999996
0.924	0.1462239999999999
0.928	0.13881599999999994
0.932	0.13137599999999994
0.936	0.1239039999999999
0.9400000000000001	0.11639999999999984
0.9440000000000001	0.10886399999999985
0.9480000000000001	0.10129599999999983
0.9520000000000001	0.09369599999999989
0.9560000000000001	0.08606399999999981
0.96	0.07840000000000003
0.964	0.0707040000000001
0.968	0.06297600000000003
0.972	0.05521600000000004
0.976	0.04742400000000002
0.98	0.03960000000000008
0.984	0.031743999999999994
0.988	0.02385599999999999
0.992	0.01593600000000006
0.996	0.007983999999999991
1.0	0.0
